,original,perturbated_noise3_0,upsampled_perturbated_noise3_0,downsampled_perturbated_noise3_0,perturbated_noise10_0,upsampled_perturbated_noise10_0,downsampled_perturbated_noise10_0,perturbated_noise100_0,upsampled_perturbated_noise100_0,downsampled_perturbated_noise100_0,upsampled_0,downsampled_0,perturbated_noise3_1,upsampled_perturbated_noise3_1,downsampled_perturbated_noise3_1,perturbated_noise10_1,upsampled_perturbated_noise10_1,downsampled_perturbated_noise10_1,perturbated_noise100_1,upsampled_perturbated_noise100_1,downsampled_perturbated_noise100_1,upsampled_1,downsampled_1
13202,0,0,1,,0,1,,0,1,,6,,1,,,1,,,1,,,,
13203,3,3,3,3,3,3,3,3,3,3,2,2,3,,,3,,,3,,,,
13204,5,5,,,5,,,5,,,,,5,0,,5,0,,5,0,,5,
13205,1,1,0,,1,0,,1,0,,7,,0,,,0,,,0,,,,
13206,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
13207,3,3,4,4,3,4,4,3,4,4,5,4,3,4,,3,4,,3,4,,4,
13208,3,3,3,3,3,3,3,3,3,3,2,2,3,0,,3,0,,3,0,,6,
13209,3,3,4,4,3,4,4,3,4,4,5,4,3,2,2,3,2,2,3,2,2,11,9
13210,2,2,5,,2,5,,2,5,,4,,2,3,4,2,3,4,2,3,4,8,3
13211,2,2,,,2,,,2,,,,,2,1,,2,1,,2,1,,6,
13212,2,2,5,5,2,5,5,2,5,5,4,5,2,,,2,,,2,,,,
13213,1,1,2,2,1,2,2,1,2,2,3,3,0,0,0,0,0,0,0,0,0,6,0
13214,1,1,8,8,1,8,8,1,8,8,11,10,0,0,0,0,0,0,0,0,0,6,0
13215,0,0,0,0,0,0,0,0,0,0,7,0,1,,,1,,,1,,,,
13216,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
13217,2,2,0,0,2,0,0,2,0,0,1,1,2,3,3,2,3,3,2,3,3,8,7
13218,5,5,0,0,5,0,0,5,0,0,0,0,5,5,5,5,5,5,5,5,5,3,5
13219,9,9,5,5,9,5,5,9,5,5,4,5,9,2,2,9,2,2,9,2,2,1,2
13220,2,2,6,6,2,6,6,2,6,6,12,6,2,0,0,2,0,0,2,0,0,5,0
13221,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,5,1,5,5,3,5
13222,1,1,1,1,1,1,1,1,1,1,6,1,0,1,1,0,1,1,0,1,1,7,1
13223,0,0,5,,0,5,,0,5,,4,,1,1,1,1,1,1,1,1,1,0,1
13224,6,6,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,6,0,0,6,0
13225,4,4,3,3,4,3,3,4,3,3,12,2,4,8,8,4,8,8,4,8,8,13,11
13226,2,2,5,,2,5,,2,5,,4,,2,4,4,2,4,4,2,4,4,138,3
13227,4,4,,,4,,,4,,,,,4,6,6,4,6,6,4,6,6,0,4
13228,1,1,6,6,1,6,6,1,6,6,8,6,0,,,0,,,0,,,,
13229,2,2,1,1,2,1,1,2,1,1,1,1,2,5,5,2,5,5,2,5,5,3,5
13230,4,4,1,1,4,1,1,4,1,1,6,1,4,3,3,4,3,3,4,3,3,8,7
13231,2,2,1,1,2,1,1,2,1,1,1,1,2,5,5,2,5,5,2,5,5,3,5
13232,0,0,2,2,0,2,2,0,2,2,3,3,1,0,0,1,0,0,1,0,0,5,0
13233,0,0,,,0,,,0,,,,,1,7,7,1,7,7,1,7,7,12,10
13234,0,0,,,0,,,0,,,,,1,1,1,1,1,1,1,1,1,0,1
13235,2,2,4,4,2,4,4,2,4,4,5,4,2,,,2,,,2,,,,
13236,2,2,,,2,,,2,,,,,2,5,5,2,5,5,2,5,5,3,5
13237,7,7,8,8,7,8,8,7,8,8,11,10,7,0,0,7,0,0,7,0,0,5,0
13238,1,1,1,1,1,1,1,1,1,1,6,9,0,,,0,,,0,,,,
13239,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
13240,2,9,3,3,9,3,3,9,3,3,2,2,9,,,9,,,9,,,,
13241,6,6,8,8,6,8,8,6,8,8,11,10,6,3,3,6,3,3,6,3,3,162,4
13242,4,4,,,4,,,4,,,,,4,3,3,4,3,3,4,3,3,23,7
13243,3,3,0,0,3,0,0,3,0,0,0,0,3,,,3,,,3,,,,
13244,1,1,0,0,1,0,0,1,0,0,0,0,0,,,0,,,0,,,,
13245,2,2,0,0,2,0,0,2,0,0,0,0,2,5,5,2,5,5,2,5,5,3,5
13246,2,2,,,2,,,2,,,,,2,1,1,2,1,1,2,1,1,7,6
13247,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
13248,0,0,,,0,,,0,,,,,1,1,1,1,1,1,1,1,1,0,1
13249,0,0,0,,0,0,,0,0,,92,,1,,,1,,,1,,,,
13250,1,1,3,3,1,3,3,1,3,3,2,2,0,2,2,0,2,2,0,2,2,11,9
13251,1,1,1,,1,1,,1,1,,1,,0,9,9,0,9,9,0,9,9,14,12
13252,0,0,4,4,0,4,4,0,4,4,9,4,1,2,2,1,2,2,1,2,2,1,2
13253,2,2,0,0,2,0,0,2,0,0,0,0,2,,,2,,,2,,,,
13254,1,1,3,,1,3,,1,3,,5,,0,,,0,,,0,,,,
13255,0,0,1,,0,1,,0,1,,0,,1,1,1,1,1,1,1,1,1,0,1
13256,0,0,3,3,0,3,3,0,3,3,2,2,1,,,1,,,1,,,,
13257,3,3,1,1,3,1,1,3,1,1,119,1,3,1,,3,1,,3,1,,0,
13258,3,3,4,4,3,4,4,3,4,4,5,4,3,,,3,,,3,,,,
13259,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,3,3,8,7
13260,0,0,,,0,,,0,,,,,1,4,,1,4,,1,4,,4,
13261,4,4,3,3,4,3,3,4,3,3,2,2,4,0,0,4,0,0,4,0,0,5,0
13262,3,3,1,,3,1,,3,1,,1,,3,2,2,3,2,2,3,2,2,11,9
13263,0,0,,,0,,,0,,,,,1,0,0,1,0,0,1,0,0,15,15
13264,3,3,5,5,3,5,5,3,5,5,4,5,3,3,3,3,3,3,3,3,3,8,7
13265,0,0,,,0,,,0,,,,,0,1,1,0,1,1,0,1,1,0,1
13266,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,6,6,1,6,6,9,8
13267,4,3,3,3,3,3,3,3,3,3,2,2,4,,,4,,,4,,,,
13268,3,4,,,4,,,4,,,,,3,6,6,3,6,6,3,6,6,9,8
13269,0,0,6,6,0,6,6,0,6,6,8,6,1,1,1,1,1,1,1,1,1,7,1
13270,1,1,8,8,1,8,8,1,8,8,11,10,0,,,0,,,0,,,,
13271,9,9,,,9,,,9,,,,,9,0,0,9,0,0,9,0,0,6,0
13272,0,0,5,5,0,5,5,0,5,5,4,5,1,5,5,1,5,5,1,5,5,3,5
13273,0,0,11,11,0,11,11,0,11,11,19,13,1,1,1,1,1,1,1,1,1,0,1
13274,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
13275,3,3,2,2,3,2,2,3,2,2,3,3,3,2,2,3,2,2,3,2,2,11,9
13276,1,0,0,0,0,0,0,0,0,0,7,0,0,4,4,0,4,4,0,4,4,4,3
13277,2,2,1,,2,1,,2,1,,6,,2,0,0,2,0,0,2,0,0,5,0
13278,3,3,0,0,3,0,0,3,0,0,0,0,3,4,,3,4,,3,4,,8,
13279,2,2,0,,2,0,,2,0,,0,,2,,,2,,,2,,,,
13280,0,0,,,0,,,0,,,,,1,2,2,1,2,2,1,2,2,1,2
13281,0,0,4,4,0,4,4,0,4,4,13,4,1,3,3,1,3,3,1,3,3,2,4
13282,0,0,5,5,0,5,5,0,5,5,4,5,1,,,1,,,1,,,,
13283,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1
13284,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,6,6,1,6,6,21,4
13285,0,0,3,3,0,3,3,0,3,3,2,2,1,0,0,1,0,0,1,0,0,5,0
13286,2,2,0,0,2,0,0,2,0,0,7,0,2,0,0,2,0,0,2,0,0,6,0
13287,0,0,5,5,0,5,5,0,5,5,4,5,9,3,,9,3,,9,3,,2,
13288,8,8,2,2,8,2,2,8,2,2,10,8,8,4,4,8,4,4,8,4,4,4,3
13289,3,3,4,4,3,4,4,3,4,4,9,4,3,,,3,,,3,,,,
13290,2,2,5,5,2,5,5,2,5,5,4,5,2,,,2,,,2,,,,
13291,3,3,0,0,3,0,0,3,0,0,0,0,3,,,3,,,3,,,,
13292,0,0,,,0,,,0,,,,,1,10,4,1,10,4,1,10,4,17,13
13293,4,4,2,2,4,2,2,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,3
13294,3,3,0,,3,0,,3,0,,6,,3,0,,3,0,,3,0,,6,
13295,0,0,2,2,0,2,2,0,2,2,3,3,1,0,0,1,0,0,1,0,0,5,0
13296,0,0,2,,0,2,,0,2,,3,,1,3,,1,3,,1,3,,2,
13297,9,9,,,9,,,9,,,,,9,10,1,9,10,1,9,10,1,17,13
13298,1,1,7,7,1,7,7,1,7,7,9,7,0,3,3,0,3,3,0,3,3,2,4
13299,1,0,1,1,0,1,1,0,1,1,6,1,0,1,1,0,1,1,0,1,1,0,1
13300,0,0,1,1,0,1,1,0,1,1,6,9,1,1,1,1,1,1,1,1,1,6,0
13301,4,4,,,4,,,4,,,,,4,6,6,4,6,6,4,6,6,9,8
13302,1,1,,,1,,,1,,,,,0,0,0,0,0,0,0,0,0,6,0
13303,3,3,,,3,,,3,,,,,3,4,4,3,4,4,3,4,4,8,3
13304,8,8,5,5,8,5,5,8,5,5,4,5,8,3,,8,3,,8,3,,2,
13305,4,4,,,4,,,4,,,,,4,0,0,4,0,0,4,0,0,19,1
13306,4,4,2,2,4,2,2,4,2,2,3,3,4,5,5,4,5,5,4,5,5,3,5
13307,0,0,1,0,0,1,0,0,1,0,7,0,1,1,1,1,1,1,1,1,1,0,1
13308,2,2,4,4,2,4,4,2,4,4,5,4,2,,,2,,,2,,,,
13309,1,1,2,2,1,2,2,1,2,2,46,3,0,,,0,,,0,,,,
13310,0,0,7,7,0,7,7,0,7,7,9,7,1,0,0,1,0,0,1,0,0,10,0
13311,3,3,,,3,,,3,,,,,3,3,3,3,3,3,3,3,3,2,4
13312,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
13313,5,5,4,4,5,4,4,5,4,4,5,4,5,1,1,5,1,1,5,1,1,7,1
13314,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
13315,3,3,,,3,,,3,,,,,3,1,1,3,1,1,3,1,1,0,1
13316,4,4,0,0,4,0,0,4,0,0,7,0,4,8,,4,8,,4,8,,13,
13317,4,4,9,,4,9,,4,9,,14,,4,6,6,4,6,6,4,6,6,9,8
13318,2,2,5,,2,5,,2,5,,4,,2,4,4,2,4,4,2,4,4,8,7
13319,0,0,2,2,0,2,2,0,2,2,3,11,1,1,1,1,1,1,1,1,1,0,1
13320,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
13321,1,1,2,2,1,2,2,1,2,2,3,3,0,,,0,,,0,,,,
13322,0,0,1,1,0,1,1,0,1,1,1,1,1,4,4,1,4,4,1,4,4,4,3
13323,3,3,,,3,,,3,,,,,3,6,,3,6,,3,6,,9,
13324,0,0,2,2,0,2,2,0,2,2,3,3,1,,,1,,,1,,,,
13325,5,5,3,3,5,3,3,5,3,3,2,2,5,0,,5,0,,5,0,,0,
13326,1,1,3,3,1,3,3,1,3,3,2,2,0,8,8,0,8,8,0,8,8,13,11
13327,4,4,3,,4,3,,4,3,,12,,4,,,4,,,4,,,,
13328,0,0,8,8,0,8,8,0,8,8,11,10,1,7,7,1,7,7,1,7,7,12,10
13329,1,1,3,3,1,3,3,1,3,3,2,2,0,4,4,0,4,4,0,4,4,4,3
13330,3,3,3,,3,3,,3,3,,2,,3,0,,3,0,,3,0,,5,
13331,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,1,4,4,4,3
13332,5,5,0,0,5,0,0,5,0,0,7,0,5,0,0,5,0,0,5,0,0,10,0
13333,9,9,3,3,9,3,3,9,3,3,2,2,9,1,1,9,1,1,9,1,1,7,6
13334,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,0,1
13335,6,6,,,6,,,6,,,,,6,7,7,6,7,7,6,7,7,12,10
13336,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0
13337,3,3,11,,3,11,,3,11,,19,,3,,,3,,,3,,,,
13338,3,3,6,,3,6,,3,6,,2,,3,1,1,3,1,1,3,1,1,0,1
13339,9,9,,,9,,,9,,,,,9,0,0,9,0,0,9,0,0,6,0
13340,4,4,3,3,4,3,3,4,3,3,2,2,4,,,4,,,4,,,,
13341,4,4,1,1,4,1,1,4,1,1,6,9,4,2,2,4,2,2,4,2,2,1,2
13342,7,7,8,8,7,8,8,7,8,8,11,10,7,6,,7,6,,7,6,,9,
13343,3,3,5,5,3,5,5,3,5,5,4,5,3,2,,3,2,,3,2,,11,
13344,4,4,2,,4,2,,4,2,,10,,4,3,,4,3,,4,3,,2,
13345,6,6,4,4,6,4,4,6,4,4,5,4,6,,,6,,,6,,,,
13346,1,1,4,4,1,4,4,1,4,4,5,4,0,3,3,0,3,3,0,3,3,2,4
13347,1,1,0,0,1,0,0,1,0,0,7,0,0,2,2,0,2,2,0,2,2,11,9
13348,4,4,,,4,,,4,,,,,4,3,3,4,3,3,4,3,3,2,4
13349,8,8,6,6,8,6,6,8,6,6,8,6,8,1,1,8,1,1,8,1,1,0,1
13350,4,4,2,2,4,2,2,4,2,2,3,3,4,6,6,4,6,6,4,6,6,20,8
13351,7,7,5,5,7,5,5,7,5,5,100,44,7,1,1,7,1,1,7,1,1,7,6
13352,3,3,1,1,3,1,1,3,1,1,1,1,3,5,,3,5,,3,5,,3,
13353,2,2,1,1,2,1,1,2,1,1,6,1,2,2,2,2,2,2,2,2,2,1,2
13354,4,4,,,4,,,4,,,,,4,0,0,4,0,0,4,0,0,5,0
13355,0,0,1,1,0,1,1,0,1,1,6,9,1,6,6,1,6,6,1,6,6,9,8
13356,0,0,7,7,0,7,7,0,7,7,9,7,0,6,6,0,6,6,0,6,6,9,8
13357,0,0,0,,0,0,,0,0,,0,,1,2,2,1,2,2,1,2,2,1,2
13358,0,0,2,2,0,2,2,0,2,2,3,3,1,,,1,,,1,,,,
13359,2,2,2,2,2,2,2,2,2,2,3,3,2,,,2,,,2,,,,
13360,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,1,2
13361,4,4,4,4,4,4,4,4,4,4,5,4,4,,,4,,,4,,,,
13362,1,1,0,,1,0,,1,0,,0,,0,2,2,0,2,2,0,2,2,1,2
13363,1,1,4,4,1,4,4,1,4,4,5,4,0,1,,0,1,,0,1,,7,
13364,3,3,6,7,3,6,7,3,6,7,8,6,3,,,3,,,3,,,,
13365,4,4,,,4,,,4,,,,,4,1,1,4,1,1,4,1,1,0,1
13366,0,0,3,3,0,3,3,0,3,3,2,2,1,0,0,1,0,0,1,0,0,6,0
13367,0,0,1,1,0,1,1,0,1,1,1,1,1,2,,1,2,,1,2,,1,
13368,0,0,5,5,0,5,5,0,5,5,4,5,1,7,7,1,7,7,1,7,7,12,10
13369,3,3,,,3,,,3,,,,,3,3,3,3,3,3,3,3,3,2,4
13370,0,0,3,3,0,3,3,0,3,3,2,2,1,,,1,,,1,,,,
13371,2,2,,,2,,,2,,,,,2,0,,2,0,,2,0,,10,
13372,2,2,,,2,,,2,,,,,2,1,1,2,1,1,2,1,1,0,1
13373,4,4,6,6,4,6,6,4,6,6,8,6,4,,,4,,,4,,,,
13374,1,1,,,1,,,1,,,,,0,2,2,0,2,2,0,2,2,1,2
13375,2,2,1,,2,1,,2,1,,1,,2,0,0,2,0,0,2,0,0,5,0
13376,1,1,4,4,1,4,4,1,4,4,5,4,0,9,9,0,9,9,0,9,9,14,12
13377,0,0,2,2,0,2,2,0,2,2,3,3,1,0,0,1,0,0,1,0,0,5,0
13378,3,3,4,4,3,4,4,3,4,4,5,4,3,1,1,3,1,1,3,1,1,0,1
13379,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
13380,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,,
13381,5,5,2,2,5,2,2,5,2,2,3,3,5,1,1,5,1,1,5,1,1,7,6
13382,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,3,1,3,3,8,7
13383,2,2,3,,2,3,,2,3,,2,,2,0,0,2,0,0,2,0,0,0,0
13384,3,3,3,3,3,3,3,3,3,3,2,2,3,0,1,3,0,1,3,0,1,6,0
13385,3,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0
13386,5,5,,,5,,,5,,,,,5,7,7,5,7,7,5,7,7,12,10
13387,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
13388,2,2,1,1,2,1,1,2,1,1,1,1,2,0,,2,0,,2,0,,5,
13389,1,1,,,1,,,1,,,,,0,7,,0,7,,0,7,,12,
13390,8,9,7,,9,7,,9,7,,9,,9,6,6,9,6,6,9,6,6,9,8
13391,4,4,1,,4,1,,4,1,,0,,4,,,4,,,4,,,,
13392,0,0,0,,0,0,,0,0,,7,,1,1,1,1,1,1,1,1,1,0,1
13393,1,1,3,3,1,3,3,1,3,3,2,2,0,6,,0,6,,0,6,,9,
13394,2,2,,,2,,,2,,,,,2,2,2,2,2,2,2,2,2,1,2
13395,6,4,,,4,,,4,,,,,4,4,4,4,4,4,4,4,4,9,8
13396,3,3,0,,3,0,,3,0,,28,,3,,,3,,,3,,,,
13397,0,0,3,,0,3,,0,3,,12,,1,4,4,1,4,4,1,4,4,4,3
13398,5,5,,,5,,,5,,,,,5,6,6,5,6,6,5,6,6,2,8
13399,5,5,,,5,,,5,,,,,5,1,,5,1,,5,1,,0,
13400,1,1,5,,1,5,,1,5,,4,,0,6,,0,6,,0,6,,20,
13401,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
13402,0,0,5,5,0,5,5,0,5,5,4,5,1,,,1,,,1,,,,
13403,1,1,5,,1,5,,1,5,,4,,0,9,2,0,9,2,0,9,2,14,12
13404,0,0,4,4,0,4,4,0,4,4,5,4,1,3,,1,3,,1,3,,2,
13405,0,0,5,5,0,5,5,0,5,5,4,5,1,0,0,1,0,0,1,0,0,5,0
13406,2,2,5,5,2,5,5,2,5,5,4,5,2,2,2,2,2,2,2,2,2,1,9
13407,1,1,3,,1,3,,1,3,,2,,0,0,0,0,0,0,0,0,0,6,0
13408,9,9,0,0,9,0,0,9,0,0,0,0,9,5,5,9,5,5,9,5,5,3,5
13409,8,8,8,8,8,8,8,8,8,8,11,10,8,2,2,8,2,2,8,2,2,1,2
13410,0,0,,,0,,,0,,,,,1,1,1,1,1,1,1,1,1,0,1
13411,7,7,5,5,7,5,5,7,5,5,4,5,7,0,0,7,0,0,7,0,0,5,0
13412,0,0,1,,0,1,,0,1,,0,,1,0,,1,0,,1,0,,145,
13413,3,3,1,1,3,1,1,3,1,1,1,1,3,,,3,,,3,,,,
13414,0,1,2,2,1,2,2,1,2,2,3,3,1,7,,1,7,,1,7,,12,
13415,0,0,2,2,0,2,2,0,2,2,3,3,1,3,,1,3,,1,3,,2,
13416,9,9,,,9,,,9,,,,,9,3,3,9,3,3,9,3,3,2,4
13417,4,4,0,,4,0,,4,0,,7,,4,1,1,4,1,1,4,1,1,7,6
13418,0,0,3,3,0,3,3,0,3,3,2,2,1,0,0,1,0,0,1,0,0,6,0
13419,0,0,4,4,0,4,4,0,4,4,5,4,1,5,5,1,5,5,1,5,5,3,5
13420,3,3,2,,3,2,,3,2,,3,,3,,,3,,,3,,,,
13421,5,5,2,,5,2,,5,2,,3,,5,3,3,5,3,3,5,3,3,2,4
13422,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
13423,4,4,1,1,4,1,1,4,1,1,1,1,4,6,6,4,6,6,4,6,6,9,8
13424,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
13425,3,3,2,2,3,2,2,3,2,2,3,3,3,3,,3,3,,3,3,,2,
13426,0,0,,,0,,,0,,,,,1,5,,1,5,,1,5,,3,
13427,2,2,2,2,2,2,2,2,2,2,14,11,2,1,1,2,1,1,2,1,1,0,1
13428,3,3,,,3,,,3,,,,,3,2,2,3,2,2,3,2,2,1,2
13429,4,4,5,5,4,5,5,4,5,5,4,5,4,1,1,4,1,1,4,1,1,7,6
13430,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
13431,3,3,6,6,3,6,6,3,6,6,8,6,3,0,,3,0,,3,0,,5,
13432,2,2,2,2,2,2,2,2,2,2,10,8,2,0,0,2,0,0,2,0,0,5,0
13433,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
13434,2,2,4,4,2,4,4,2,4,4,5,4,2,,,2,,,2,,,,
13435,3,3,0,0,3,0,0,3,0,0,7,0,3,1,1,3,1,1,3,1,1,0,1
13436,1,0,1,1,0,1,1,0,1,1,1,1,1,0,,1,0,,1,0,,10,
13437,3,3,1,1,3,1,1,3,1,1,1,1,3,2,,3,2,,3,2,,1,
13438,2,2,5,,2,5,,2,5,,4,,2,0,,2,0,,2,0,,6,
13439,9,9,,,9,,,9,,,,,9,8,,9,8,,9,8,,13,
13440,7,7,1,1,7,1,1,7,1,1,6,1,7,5,5,7,5,5,7,5,5,3,5
13441,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
13442,1,1,4,4,1,4,4,1,4,4,5,4,0,2,,0,2,,0,2,,1,
13443,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
13444,1,1,,,1,,,1,,,,,0,9,9,0,9,9,0,9,9,14,2
13445,2,2,3,3,2,3,3,2,3,3,2,2,2,7,7,2,7,7,2,7,7,12,10
13446,6,6,,,6,,,6,,,,,6,4,,6,4,,6,4,,18,
13447,0,0,0,0,0,0,0,0,0,0,0,0,1,10,,1,10,,1,10,,17,
13448,9,9,,,9,,,9,,,,,9,6,6,9,6,6,9,6,6,9,8
13449,1,1,3,3,1,3,3,1,3,3,2,2,0,2,2,0,2,2,0,2,2,1,2
13450,1,1,,,1,,,1,,,,,0,3,3,0,3,3,0,3,3,2,7
13451,9,9,0,0,9,0,0,9,0,0,0,0,9,,,9,,,9,,,,
13452,0,0,3,3,0,3,3,0,3,3,2,2,1,,,1,,,1,,,,
13453,2,2,0,0,2,0,0,2,0,0,0,0,2,7,7,2,7,7,2,7,7,12,10
13454,0,0,,,0,,,0,,,,,1,4,4,1,4,4,1,4,4,4,3
13455,3,3,3,3,3,3,3,3,3,3,2,2,3,1,1,3,1,1,3,1,1,0,1
13456,1,0,,,0,,,0,,,,,1,6,6,1,6,6,1,6,6,9,8
13457,4,4,1,1,4,1,1,4,1,1,1,1,4,5,5,4,5,5,4,5,5,3,5
13458,7,7,,,7,,,7,,,,,7,,,7,,,7,,,,
13459,7,7,2,2,7,2,2,7,2,2,3,3,7,3,,7,3,,7,3,,20,
13460,5,5,3,3,5,3,3,5,3,3,17,2,5,7,7,5,7,7,5,7,7,12,10
13461,4,4,,,4,,,4,,,,,4,4,4,4,4,4,4,4,4,18,3
13462,8,8,4,4,8,4,4,8,4,4,5,4,8,,,8,,,8,,,,
13463,0,0,3,3,0,3,3,0,3,3,2,2,1,0,0,1,0,0,1,0,0,5,0
13464,1,1,1,1,1,1,1,1,1,1,6,9,0,,,0,,,0,,,,
13465,2,2,1,1,2,1,1,2,1,1,6,1,2,7,7,2,7,7,2,7,7,12,10
13466,2,2,4,4,2,4,4,2,4,4,13,4,2,,,2,,,2,,,,
13467,2,2,1,1,2,1,1,2,1,1,1,1,2,8,8,2,8,8,2,8,8,13,11
13468,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
13469,1,1,5,5,1,5,5,1,5,5,4,5,0,1,,0,1,,0,1,,0,
13470,1,1,5,5,1,5,5,1,5,5,105,5,0,4,4,0,4,4,0,4,4,4,3
13471,4,4,9,9,4,9,9,4,9,9,14,11,4,,,4,,,4,,,,
13472,3,3,1,1,3,1,1,3,1,1,6,1,3,0,0,3,0,0,3,0,0,10,0
13473,1,1,,,1,,,1,,,,,0,8,8,0,8,8,0,8,8,13,11
13474,1,1,,,1,,,1,,,,,0,0,,0,0,,0,0,,10,
13475,3,3,1,,3,1,,3,1,,1,,3,4,4,3,4,4,3,4,4,4,3
13476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0
13477,0,0,5,,0,5,,0,5,,4,,1,8,8,1,8,8,1,8,8,13,11
13478,9,9,7,,9,7,,9,7,,9,,9,2,2,9,2,2,9,2,2,11,9
13479,8,8,5,5,8,5,5,8,5,5,4,5,8,,,8,,,8,,,,
13480,0,0,6,6,0,6,6,0,6,6,8,6,1,,,1,,,1,,,,
13481,0,0,3,3,0,3,3,0,3,3,2,2,1,,,1,,,1,,,,
13482,9,9,,,9,,,9,,,,,9,,,9,,,9,,,,
13483,2,2,8,8,2,8,8,2,8,8,11,10,2,,,2,,,2,,,,
13484,1,1,,,1,,,1,,,,,0,1,,0,1,,0,1,,0,
13485,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,0,0,,0,0,,6,
13486,3,3,7,,3,7,,3,7,,9,,3,1,,3,1,,3,1,,0,
13487,7,7,6,,7,6,,7,6,,8,,7,8,8,7,8,8,7,8,8,13,11
13488,4,4,0,0,4,0,0,4,0,0,0,0,4,9,9,4,9,9,4,9,9,14,12
13489,3,3,9,9,3,9,9,3,9,9,67,11,3,9,9,3,9,9,3,9,9,14,12
13490,4,4,3,3,4,3,3,4,3,3,17,2,4,0,0,4,0,0,4,0,0,5,0
13491,4,4,1,,4,1,,4,1,,1,,4,,,4,,,4,,,,
13492,11,2,5,5,2,5,5,2,5,5,4,5,9,,,9,,,9,,,,
13493,11,2,4,,2,4,,2,4,,5,,2,1,1,2,1,1,2,1,1,7,1
13494,7,7,1,1,7,1,1,7,1,1,1,1,7,1,1,7,1,1,7,1,1,7,6
13495,3,3,0,0,3,0,0,3,0,0,7,0,3,4,,3,4,,3,4,,18,
13496,5,5,3,3,5,3,3,5,3,3,2,2,5,1,1,5,1,1,5,1,1,7,6
13497,2,2,7,7,2,7,7,2,7,7,9,7,2,0,0,2,0,0,2,0,0,5,0
13498,2,2,4,4,2,4,4,2,4,4,5,4,2,2,,2,2,,2,2,,1,
13499,5,5,,,5,,,5,,,,,5,1,1,5,1,1,5,1,1,0,1
13500,3,3,,,3,,,3,,,,,3,1,1,3,1,1,3,1,1,0,1
13501,2,2,,,2,,,2,,,,,2,6,6,2,6,6,2,6,6,9,8
13502,2,2,,,2,,,2,,,,,2,3,3,2,3,3,2,3,3,8,7
13503,9,9,,,9,,,9,,,,,9,11,10,9,11,10,9,11,10,16,14
13504,4,4,9,9,4,9,9,4,9,9,14,11,6,,,6,,,6,,,,
13505,3,3,2,,3,2,,3,2,,16,,3,,,3,,,3,,,,
13506,3,3,1,1,3,1,1,3,1,1,13,1,3,,,3,,,3,,,,
13507,1,1,2,2,1,2,2,1,2,2,3,3,0,1,1,0,1,1,0,1,1,0,1
13508,3,3,0,0,3,0,0,3,0,0,0,0,3,2,2,3,2,2,3,2,2,1,2
13509,4,4,0,,4,0,,4,0,,0,,4,6,,4,6,,4,6,,9,
13510,3,3,4,4,3,4,4,3,4,4,13,4,3,2,2,3,2,2,3,2,2,11,9
13511,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,8,,0,8,,13,
13512,1,1,1,1,1,1,1,1,1,1,6,1,0,4,4,0,4,4,0,4,4,4,3
13513,1,1,9,5,1,9,5,1,9,5,4,5,0,,,0,,,0,,,,
13514,1,1,11,11,1,11,11,1,11,11,19,13,0,1,1,0,1,1,0,1,1,0,1
